Timestamp,T7/betaL,AF3/betaL,Pz/betaL,AF4/betaL,T8/betaL,T7/theta,AF3/theta,Pz/theta,AF4/theta,T8/theta,T7/alpha,AF3/alpha,Pz/alpha,AF4/alpha,T8/alpha,T7/betaH,AF3/betaH,Pz/betaH,AF4/betaH,T8/betaH,T7/gamma,AF3/gamma,Pz/gamma,AF4/gamma,T8/gamma
2023-05-14 18:10:48.660,297.502,0.765,1.619,0.774,0.736,1225.556,1.265,3.642,1.355,1.229,620.372,2.174,9.334,2.118,1.028,76.139,0.902,0.924,0.791,0.566,48.234,1.146,0.198,1.410,0.187
2023-05-14 18:10:48.781,286.619,0.622,1.643,0.751,0.800,958.356,0.971,3.130,1.101,1.269,610.743,1.831,7.107,2.108,1.103,65.870,0.784,0.940,0.724,0.627,44.261,1.167,0.217,1.567,0.198
2023-05-14 18:10:48.907,278.426,0.561,1.598,0.747,0.841,714.375,0.710,2.646,0.874,1.436,594.820,1.525,5.188,2.055,1.169,61.030,0.753,0.941,0.677,0.692,41.526,1.192,0.233,1.775,0.218
2023-05-14 18:10:49.034,269.614,0.567,1.468,0.743,0.841,532.919,0.561,2.418,0.764,1.698,585.312,1.292,4.188,1.915,1.190,62.930,0.788,0.942,0.656,0.729,41.675,1.250,0.241,2.012,0.248
2023-05-14 18:10:49.155,255.787,0.607,1.258,0.722,0.791,434.593,0.544,2.498,0.790,1.953,587.537,1.137,4.385,1.690,1.156,69.956,0.853,0.954,0.660,0.724,45.109,1.362,0.243,2.237,0.287
2023-05-14 18:10:49.284,234.381,0.651,1.025,0.686,0.695,415.052,0.607,2.787,0.890,2.061,595.770,1.064,5.621,1.444,1.082,78.884,0.912,0.966,0.675,0.681,50.892,1.513,0.245,2.400,0.332
2023-05-14 18:10:49.409,208.842,0.700,0.830,0.673,0.583,442.156,0.694,3.105,0.991,1.956,598.172,1.086,7.452,1.286,1.001,86.810,0.936,0.964,0.680,0.617,57.157,1.658,0.255,2.462,0.380
2023-05-14 18:10:49.529,190.938,0.789,0.702,0.740,0.491,487.517,0.769,3.342,1.043,1.696,586.502,1.220,9.429,1.290,0.934,93.262,0.915,0.936,0.679,0.549,62.004,1.744,0.277,2.417,0.425
2023-05-14 18:10:49.657,194.559,0.920,0.638,0.898,0.434,535.360,0.805,3.451,1.017,1.386,564.899,1.439,11.161,1.437,0.885,100.385,0.867,0.880,0.692,0.489,64.394,1.744,0.307,2.290,0.460
2023-05-14 18:10:49.786,224.366,1.062,0.592,1.094,0.407,561.348,0.804,3.433,0.936,1.127,538.461,1.676,12.271,1.636,0.841,109.910,0.824,0.803,0.756,0.442,64.416,1.664,0.334,2.123,0.475
2023-05-14 18:10:49.904,271.077,1.166,0.524,1.246,0.402,550.479,0.767,3.293,0.822,0.963,513.263,1.851,12.533,1.780,0.793,121.134,0.815,0.725,0.902,0.417,62.955,1.544,0.345,1.952,0.463
2023-05-14 18:10:50.032,317.292,1.202,0.446,1.305,0.413,510.533,0.696,3.008,0.700,0.866,492.086,1.908,11.915,1.820,0.755,130.633,0.846,0.662,1.121,0.422,60.933,1.437,0.336,1.795,0.425
2023-05-14 18:10:50.160,350.511,1.169,0.392,1.261,0.444,457.894,0.618,2.581,0.602,0.788,471.320,1.845,10.602,1.770,0.761,134.079,0.909,0.626,1.370,0.466,58.701,1.378,0.309,1.657,0.367
2023-05-14 18:10:50.281,366.575,1.098,0.399,1.144,0.502,409.800,0.585,2.111,0.563,0.728,443.072,1.706,9.048,1.667,0.846,128.476,0.969,0.609,1.577,0.542,56.011,1.379,0.278,1.535,0.303
2023-05-14 18:10:50.407,366.062,1.024,0.471,1.008,0.580,373.115,0.664,1.759,0.622,0.760,401.282,1.542,7.776,1.537,1.031,113.935,0.992,0.597,1.681,0.633,52.522,1.423,0.257,1.429,0.249
2023-05-14 18:10:50.535,354.088,0.991,0.588,0.929,0.665,351.629,0.915,1.654,0.839,1.007,345.681,1.425,7.135,1.417,1.336,94.281,0.970,0.584,1.659,0.709,48.126,1.477,0.259,1.341,0.215
2023-05-14 18:10:50.654,333.677,1.017,0.711,0.953,0.732,339.121,1.412,1.946,1.292,1.649,279.804,1.404,7.315,1.334,1.747,75.591,0.929,0.570,1.542,0.741,43.284,1.508,0.283,1.272,0.205
2023-05-14 18:10:50.783,307.015,1.081,0.802,1.068,0.759,339.695,2.150,2.677,2.017,2.760,214.967,1.463,8.258,1.286,2.210,62.722,0.908,0.563,1.390,0.716,38.836,1.495,0.324,1.220,0.213
2023-05-14 18:10:50.909,272.356,1.125,0.850,1.202,0.740,355.425,3.023,3.758,2.923,4.216,164.023,1.545,9.558,1.271,2.627,57.774,0.933,0.569,1.256,0.644,35.895,1.441,0.365,1.189,0.230
2023-05-14 18:10:51.030,230.760,1.097,0.872,1.266,0.692,389.659,3.848,4.920,3.830,5.672,135.427,1.589,10.604,1.290,2.882,59.907,1.008,0.590,1.176,0.551,35.227,1.364,0.395,1.181,0.246
2023-05-14 18:10:51.157,187.614,0.993,0.887,1.212,0.645,447.288,4.399,5.788,4.480,6.704,128.183,1.555,10.952,1.337,2.897,66.068,1.112,0.621,1.164,0.473,36.824,1.287,0.408,1.190,0.254
2023-05-14 18:10:51.286,154.322,0.852,0.912,1.058,0.632,529.164,4.506,6.039,4.666,6.996,141.698,1.433,10.550,1.383,2.660,76.148,1.219,0.659,1.212,0.440,40.543,1.231,0.406,1.198,0.255
2023-05-14 18:10:51.404,157.820,0.732,0.957,0.878,0.668,626.929,4.153,5.570,4.346,6.467,186.463,1.256,9.672,1.403,2.252,95.475,1.318,0.710,1.313,0.467,46.535,1.208,0.398,1.199,0.253
2023-05-14 18:10:51.532,223.129,0.703,1.008,0.760,0.741,745.122,3.504,4.612,3.675,5.305,282.237,1.067,8.710,1.363,1.783,128.717,1.421,0.782,1.448,0.547,54.681,1.224,0.394,1.194,0.255
2023-05-14 18:10:51.660,356.950,0.804,1.031,0.758,0.819,881.514,2.834,3.633,2.951,3.947,437.779,0.911,8.003,1.262,1.368,174.267,1.536,0.879,1.591,0.657,63.696,1.276,0.399,1.194,0.265
2023-05-14 18:10:51.781,534.973,0.999,1.007,0.865,0.866,1011.589,2.428,3.101,2.500,2.875,638.228,0.821,7.664,1.128,1.092,222.621,1.656,0.989,1.708,0.763,71.172,1.356,0.409,1.205,0.278
2023-05-14 18:10:51.907,707.104,1.201,0.937,1.006,0.856,1133.679,2.401,3.178,2.481,2.319,844.016,0.799,7.537,0.997,0.968,259.452,1.753,1.085,1.754,0.838,74.659,1.446,0.416,1.226,0.290
2023-05-14 18:10:52.034,817.220,1.317,0.829,1.085,0.776,1211.506,2.668,3.691,2.815,2.242,997.818,0.825,7.353,0.903,0.941,272.734,1.802,1.138,1.701,0.874,72.671,1.520,0.413,1.246,0.293
2023-05-14 18:10:52.154,824.749,1.311,0.711,1.056,0.640,1240.193,2.982,4.275,3.232,2.406,1047.712,0.867,6.909,0.850,0.945,257.927,1.789,1.128,1.561,0.876,65.671,1.559,0.400,1.258,0.284
2023-05-14 18:10:52.283,725.569,1.217,0.628,0.947,0.488,1188.344,3.097,4.566,3.444,2.559,973.578,0.888,6.197,0.819,0.944,220.867,1.728,1.067,1.382,0.862,56.274,1.562,0.381,1.263,0.265
2023-05-14 18:10:52.409,554.474,1.094,0.606,0.826,0.369,1057.032,2.975,4.610,3.357,2.641,798.678,0.912,5.478,0.829,0.981,175.367,1.645,0.996,1.220,0.861,47.737,1.542,0.363,1.277,0.242
2023-05-14 18:10:52.529,366.367,0.993,0.641,0.750,0.313,881.426,2.767,4.636,3.085,2.770,581.144,0.995,5.105,0.923,1.144,136.441,1.567,0.961,1.123,0.894,42.586,1.520,0.347,1.310,0.223
2023-05-14 18:10:52.657,211.501,0.937,0.715,0.745,0.329,708.223,2.710,5.042,2.869,3.173,389.728,1.211,5.275,1.150,1.493,112.851,1.508,0.981,1.117,0.964,41.357,1.509,0.333,1.369,0.211
2023-05-14 18:10:52.786,116.324,0.919,0.798,0.796,0.403,566.000,2.934,5.924,2.912,3.909,270.213,1.609,5.842,1.553,2.018,105.159,1.461,1.035,1.193,1.051,42.520,1.503,0.315,1.445,0.206
2023-05-14 18:10:52.904,76.979,0.916,0.867,0.872,0.508,475.989,3.391,7.055,3.245,4.857,227.582,2.180,6.414,2.111,2.612,107.087,1.411,1.078,1.313,1.118,43.678,1.494,0.291,1.514,0.204
2023-05-14 18:10:53.032,71.639,0.910,0.929,0.944,0.613,441.497,3.877,7.971,3.698,5.721,234.233,2.824,6.608,2.710,3.104,111.090,1.339,1.067,1.430,1.129,43.168,1.474,0.261,1.548,0.202
2023-05-14 18:10:53.159,79.212,0.911,1.006,1.011,0.701,468.280,4.131,8.185,4.005,6.160,254.805,3.378,6.221,3.188,3.320,113.969,1.235,0.986,1.499,1.068,40.826,1.455,0.233,1.528,0.200
2023-05-14 18:10:53.282,92.981,0.943,1.108,1.083,0.771,523.407,3.974,7.483,3.948,5.954,265.024,3.677,5.286,3.397,3.167,116.479,1.105,0.850,1.506,0.940,37.844,1.465,0.220,1.453,0.207
2023-05-14 18:10:53.407,110.136,1.021,1.224,1.164,0.838,585.151,3.416,6.050,3.467,5.111,257.319,3.636,4.047,3.278,2.656,120.742,0.964,0.697,1.457,0.767,36.348,1.529,0.229,1.341,0.228
2023-05-14 18:10:53.534,129.965,1.137,1.325,1.244,0.914,632.910,2.637,4.320,2.710,3.908,234.977,3.299,2.903,2.911,1.938,127.413,0.831,0.563,1.370,0.583,38.783,1.657,0.259,1.210,0.265
2023-05-14 18:10:53.655,151.856,1.254,1.372,1.295,1.004,648.121,1.872,2.776,1.932,2.687,205.744,2.804,2.243,2.449,1.216,135.449,0.728,0.470,1.265,0.425,46.514,1.824,0.303,1.079,0.311
2023-05-14 18:10:53.783,177.287,1.315,1.349,1.288,1.089,649.303,1.303,1.709,1.352,1.776,183.730,2.302,2.257,2.035,0.674,142.256,0.678,0.423,1.159,0.318,58.748,1.981,0.347,0.964,0.352
2023-05-14 18:10:53.909,206.889,1.276,1.268,1.193,1.136,662.772,0.994,1.148,1.071,1.329,182.464,1.915,2.860,1.759,0.413,145.907,0.694,0.404,1.068,0.266,72.819,2.076,0.376,0.885,0.373
2023-05-14 18:10:54.029,242.485,1.130,1.139,1.006,1.119,716.590,0.905,0.969,1.053,1.323,208.354,1.697,3.757,1.640,0.416,149.111,0.777,0.390,0.995,0.255,85.445,2.078,0.379,0.852,0.367
2023-05-14 18:10:54.157,285.893,0.919,0.991,0.773,1.055,834.592,0.939,1.015,1.162,1.570,266.994,1.652,4.643,1.672,0.607,159.135,0.917,0.369,0.941,0.268,93.799,1.991,0.356,0.866,0.335
2023-05-14 18:10:54.278,332.934,0.712,0.887,0.565,0.986,1023.645,1.025,1.245,1.283,1.887,354.716,1.749,5.351,1.850,0.926,181.559,1.096,0.340,0.908,0.288,96.402,1.835,0.314,0.913,0.285
2023-05-14 18:10:54.404,371.192,0.546,0.838,0.413,0.959,1245.943,1.140,1.659,1.401,2.182,455.299,1.941,5.808,2.160,1.323,214.731,1.270,0.308,0.903,0.301,94.027,1.636,0.265,0.966,0.231
2023-05-14 18:10:54.533,386.373,0.447,0.844,0.327,1.003,1427.001,1.281,2.223,1.528,2.399,546.440,2.168,6.037,2.561,1.740,248.501,1.385,0.280,0.925,0.302,89.697,1.424,0.223,1.005,0.185
2023-05-14 18:10:54.652,370.410,0.417,0.882,0.296,1.112,1497.272,1.474,2.814,1.730,2.624,605.644,2.382,6.122,2.981,2.129,270.163,1.410,0.272,0.968,0.296,87.134,1.234,0.194,1.021,0.154
2023-05-14 18:10:54.781,324.441,0.439,0.914,0.309,1.243,1434.648,1.689,3.232,1.960,2.819,620.362,2.515,6.153,3.295,2.443,273.606,1.347,0.297,1.021,0.292,88.911,1.097,0.175,1.016,0.140
2023-05-14 18:10:54.907,260.147,0.495,0.936,0.360,1.340,1261.309,1.908,3.339,2.176,2.991,591.009,2.504,6.250,3.386,2.640,261.778,1.242,0.364,1.075,0.298,94.989,1.044,0.163,0.998,0.141
2023-05-14 18:10:55.027,194.009,0.562,0.943,0.447,1.361,1033.798,2.147,3.192,2.349,3.070,528.751,2.351,6.499,3.234,2.696,243.971,1.157,0.462,1.127,0.318,102.355,1.090,0.153,0.971,0.151
2023-05-14 18:10:55.154,141.784,0.627,0.946,0.563,1.291,814.993,2.409,3.088,2.500,3.064,455.279,2.134,6.889,2.945,2.615,229.698,1.139,0.573,1.176,0.349,106.654,1.224,0.147,0.948,0.166
2023-05-14 18:10:55.283,112.633,0.683,0.959,0.702,1.153,634.575,2.723,3.428,2.693,2.970,388.584,1.955,7.478,2.668,2.422,222.537,1.203,0.671,1.225,0.385,104.700,1.418,0.146,0.947,0.183
2023-05-14 18:10:55.402,106.031,0.727,0.991,0.852,0.985,502.669,3.013,4.446,2.921,2.838,335.975,1.901,8.473,2.520,2.156,218.867,1.320,0.738,1.271,0.416,95.829,1.621,0.155,0.993,0.199
2023-05-14 18:10:55.529,114.661,0.761,1.036,0.994,0.821,419.038,3.248,6.023,3.164,2.713,295.621,2.021,10.099,2.557,1.867,210.544,1.426,0.766,1.312,0.437,81.843,1.782,0.179,1.096,0.215
2023-05-14 18:10:55.657,128.110,0.786,1.061,1.091,0.675,370.827,3.360,7.642,3.349,2.618,261.312,2.296,12.303,2.745,1.598,191.262,1.465,0.760,1.344,0.445,66.344,1.869,0.215,1.239,0.227
2023-05-14 18:10:55.778,137.988,0.800,1.032,1.128,0.551,353.530,3.340,8.739,3.416,2.571,227.103,2.629,14.660,2.973,1.380,161.637,1.417,0.732,1.360,0.446,53.275,1.888,0.255,1.384,0.236
2023-05-14 18:10:55.904,140.102,0.807,0.960,1.119,0.459,357.357,3.207,9.007,3.341,2.585,193.207,2.874,16.577,3.092,1.220,128.573,1.303,0.700,1.357,0.442,45.020,1.871,0.289,1.488,0.237
2023-05-14 18:10:56.032,134.278,0.817,0.892,1.106,0.405,377.901,3.005,8.415,3.142,2.608,163.283,2.919,17.488,3.009,1.109,100.057,1.162,0.673,1.329,0.435,41.665,1.850,0.306,1.522,0.233
2023-05-14 18:10:56.152,121.673,0.859,0.865,1.141,0.386,397.734,2.755,7.206,2.851,2.599,137.082,2.760,17.025,2.744,1.044,80.072,1.033,0.655,1.272,0.429,41.641,1.846,0.303,1.492,0.226
2023-05-14 18:10:56.282,105.496,0.964,0.896,1.273,0.406,404.627,2.434,5.723,2.486,2.509,112.792,2.494,15.268,2.399,1.031,67.791,0.936,0.650,1.196,0.428,43.000,1.863,0.282,1.430,0.221
2023-05-14 18:10:56.407,89.816,1.135,0.968,1.501,0.450,393.941,2.099,4.292,2.124,2.308,90.321,2.257,12.715,2.085,1.075,60.057,0.877,0.663,1.129,0.433,44.448,1.882,0.256,1.376,0.223
2023-05-14 18:10:56.534,78.738,1.329,1.028,1.766,0.499,370.588,1.810,3.164,1.830,2.044,73.487,2.164,10.146,1.890,1.181,55.738,0.845,0.696,1.098,0.439,45.588,1.877,0.238,1.348,0.230
2023-05-14 18:10:56.655,74.565,1.491,1.043,1.976,0.543,341.568,1.664,2.440,1.662,1.785,69.170,2.288,8.313,1.856,1.347,57.141,0.842,0.743,1.113,0.441,46.626,1.830,0.236,1.335,0.239
2023-05-14 18:10:56.783,78.603,1.600,0.992,2.060,0.583,321.539,1.660,2.090,1.627,1.611,83.583,2.685,7.566,2.039,1.551,65.724,0.865,0.784,1.163,0.431,47.623,1.737,0.247,1.305,0.245
2023-05-14 18:10:56.902,95.926,1.655,0.881,2.008,0.623,334.267,1.774,2.014,1.692,1.582,118.518,3.439,7.732,2.557,1.791,82.223,0.912,0.804,1.222,0.410,48.589,1.609,0.262,1.229,0.242
2023-05-14 18:10:57.029,137.318,1.656,0.746,1.847,0.658,401.685,1.938,2.176,1.843,1.692,174.950,4.553,8.338,3.447,2.063,108.170,0.993,0.806,1.254,0.383,50.062,1.463,0.269,1.103,0.233
2023-05-14 18:10:57.157,213.384,1.614,0.634,1.627,0.678,522.608,2.055,2.554,1.961,1.822,254.708,5.878,8.974,4.561,2.321,145.718,1.133,0.807,1.236,0.357,53.192,1.325,0.264,0.954,0.223
2023-05-14 18:10:57.279,322.307,1.558,0.548,1.417,0.672,676.633,2.055,3.206,2.016,1.887,360.291,7.160,9.591,5.641,2.492,197.089,1.346,0.833,1.179,0.343,59.156,1.223,0.249,0.823,0.219
2023-05-14 18:10:57.404,444.525,1.487,0.482,1.249,0.641,835.071,1.947,4.088,1.965,1.880,488.073,8.100,10.486,6.380,2.499,260.319,1.626,0.903,1.125,0.356,68.472,1.169,0.231,0.742,0.224
2023-05-14 18:10:57.532,547.130,1.410,0.450,1.156,0.595,951.878,1.802,5.039,1.858,1.865,624.692,8.491,12.137,6.570,2.307,326.376,1.934,1.015,1.119,0.404,80.046,1.162,0.220,0.718,0.235
2023-05-14 18:10:57.652,597.272,1.363,0.452,1.185,0.558,1019.006,1.757,5.842,1.786,1.925,743.838,8.310,14.903,6.237,1.944,380.553,2.208,1.150,1.175,0.479,90.992,1.178,0.220,0.737,0.244
2023-05-14 18:10:57.781,577.772,1.363,0.485,1.352,0.548,1043.696,1.845,6.274,1.781,2.083,811.116,7.703,18.675,5.612,1.493,407.764,2.383,1.285,1.271,0.558,97.780,1.193,0.231,0.765,0.245
2023-05-14 18:10:57.907,495.093,1.411,0.574,1.630,0.571,1054.357,2.039,6.212,1.859,2.290,801.045,6.903,22.769,4.968,1.048,399.117,2.417,1.409,1.358,0.614,98.150,1.188,0.246,0.771,0.236
2023-05-14 18:10:58.027,377.559,1.480,0.713,1.951,0.621,1080.772,2.248,5.691,1.953,2.440,713.344,6.094,26.099,4.481,0.683,357.085,2.310,1.510,1.394,0.625,92.126,1.162,0.262,0.746,0.222
2023-05-14 18:10:58.154,261.350,1.530,0.856,2.236,0.695,1126.883,2.398,4.907,2.023,2.477,573.654,5.353,27.649,4.167,0.431,294.924,2.116,1.568,1.368,0.587,81.900,1.127,0.275,0.700,0.210
2023-05-14 18:10:58.283,176.276,1.504,0.950,2.401,0.785,1174.533,2.469,4.161,2.059,2.411,420.589,4.665,26.945,3.919,0.288,230.264,1.898,1.558,1.306,0.518,70.608,1.086,0.283,0.656,0.208
2023-05-14 18:10:58.402,131.089,1.369,0.953,2.388,0.876,1192.597,2.447,3.726,2.003,2.287,293.246,3.996,24.249,3.608,0.229,177.614,1.701,1.460,1.258,0.456,61.290,1.036,0.287,0.636,0.218
2023-05-14 18:10:58.529,117.011,1.158,0.869,2.209,0.953,1162.301,2.382,3.644,1.906,2.174,221.235,3.401,20.394,3.233,0.226,143.178,1.534,1.289,1.264,0.431,55.850,0.967,0.287,0.650,0.238
2023-05-14 18:10:58.657,118.311,0.928,0.735,1.911,0.992,1076.691,2.323,3.769,1.809,2.112,204.255,3.002,16.366,2.898,0.293,124.261,1.397,1.084,1.332,0.452,54.564,0.871,0.282,0.688,0.259
2023-05-14 18:10:58.778,124.071,0.726,0.605,1.550,0.982,938.355,2.490,3.879,1.984,2.188,220.830,2.931,12.998,2.782,0.474,113.861,1.297,0.914,1.430,0.503,56.224,0.754,0.273,0.732,0.270
2023-05-14 18:10:58.905,133.340,0.585,0.541,1.184,0.929,776.206,2.894,3.826,2.432,2.445,249.614,3.229,10.802,3.012,0.790,106.245,1.250,0.839,1.505,0.553,58.837,0.636,0.259,0.759,0.265
2023-05-14 18:10:59.032,147.410,0.519,0.591,0.851,0.865,631.382,3.648,3.736,3.269,2.922,269.813,3.824,9.897,3.596,1.201,98.290,1.257,0.879,1.510,0.575,60.414,0.545,0.242,0.764,0.244
2023-05-14 18:10:59.152,169.330,0.522,0.746,0.577,0.822,541.569,4.550,3.764,4.207,3.542,271.363,4.536,10.083,4.381,1.633,90.598,1.294,1.006,1.425,0.563,59.531,0.508,0.227,0.756,0.215
2023-05-14 18:10:59.281,197.149,0.591,0.945,0.413,0.833,520.210,5.483,3.978,5.076,4.211,255.140,5.128,10.858,5.115,2.018,85.387,1.322,1.155,1.267,0.529,55.924,0.538,0.218,0.753,0.185
2023-05-14 18:10:59.407,227.280,0.726,1.133,0.407,0.897,555.076,6.096,4.275,5.501,4.745,230.468,5.383,11.654,5.539,2.308,84.363,1.303,1.258,1.077,0.495,50.141,0.628,0.218,0.770,0.163
2023-05-14 18:10:59.527,255.956,0.914,1.264,0.568,0.983,608.057,6.300,4.482,5.457,5.072,215.611,5.215,11.958,5.534,2.490,88.895,1.223,1.280,0.900,0.479,43.350,0.759,0.229,0.809,0.157
2023-05-14 18:10:59.654,286.296,1.125,1.311,0.831,1.035,635.882,5.991,4.428,4.956,5.108,234.734,4.685,11.467,5.141,2.577,99.698,1.103,1.242,0.770,0.490,37.257,0.900,0.250,0.861,0.166
2023-05-14 18:10:59.784,327.960,1.305,1.290,1.087,1.015,617.632,5.366,4.110,4.266,4.946,305.269,3.957,10.309,4.520,2.588,116.172,0.985,1.199,0.703,0.528,33.636,1.014,0.274,0.910,0.188
2023-05-14 18:10:59.902,391.442,1.410,1.257,1.247,0.932,562.662,4.622,3.644,3.608,4.696,425.168,3.227,8.983,3.879,2.521,136.229,0.913,1.200,0.692,0.582,33.856,1.071,0.296,0.940,0.216
2023-05-14 18:11:00.029,475.341,1.418,1.246,1.272,0.817,502.461,3.986,3.189,3.156,4.512,567.457,2.641,8.073,3.375,2.373,156.064,0.910,1.264,0.719,0.644,38.685,1.055,0.312,0.937,0.248
2023-05-14 18:11:00.157,564.944,1.338,1.245,1.195,0.701,471.282,3.541,2.865,2.899,4.453,692.523,2.249,7.980,3.071,2.169,171.566,0.964,1.370,0.760,0.701,47.905,0.976,0.325,0.895,0.281
2023-05-14 18:11:00.278,635.094,1.224,1.229,1.109,0.613,470.509,3.300,2.735,2.763,4.476,767.069,2.004,8.733,2.909,1.954,179.637,1.035,1.468,0.791,0.740,60.373,0.859,0.342,0.823,0.313
2023-05-14 18:11:00.404,663.321,1.133,1.180,1.098,0.575,472.866,3.242,2.810,2.694,4.568,778.699,1.832,9.954,2.793,1.794,181.554,1.083,1.502,0.794,0.745,74.052,0.742,0.365,0.740,0.342
2023-05-14 18:11:00.532,646.314,1.114,1.107,1.194,0.597,463.127,3.373,3.097,2.705,4.706,749.819,1.663,11.086,2.627,1.722,184.065,1.111,1.444,0.767,0.714,86.280,0.658,0.390,0.674,0.367
2023-05-14 18:11:00.657,602.174,1.183,1.039,1.354,0.676,459.477,3.707,3.554,2.860,4.901,720.529,1.465,11.639,2.362,1.698,196.132,1.156,1.317,0.729,0.657,94.514,0.623,0.415,0.650,0.388
2023-05-14 18:11:00.781,566.916,1.307,1.002,1.493,0.784,496.251,4.185,4.064,3.176,5.080,739.042,1.326,11.356,2.093,1.654,222.874,1.261,1.189,0.717,0.607,97.151,0.627,0.432,0.685,0.406
2023-05-14 18:11:00.907,566.309,1.421,1.012,1.519,0.880,588.150,4.692,4.473,3.603,5.143,825.760,1.410,10.349,2.010,1.579,261.551,1.445,1.126,0.772,0.594,94.138,0.648,0.436,0.778,0.417
2023-05-14 18:11:01.027,604.037,1.481,1.078,1.405,0.933,714.044,5.049,4.632,3.982,4.990,961.824,1.870,8.965,2.315,1.499,301.741,1.684,1.153,0.921,0.638,87.085,0.667,0.421,0.912,0.418
2023-05-14 18:11:01.154,661.353,1.469,1.149,1.198,0.929,835.615,5.070,4.458,4.132,4.559,1098.036,2.789,7.578,3.124,1.447,329.707,1.916,1.243,1.154,0.726,78.591,0.675,0.388,1.056,0.406
2023-05-14 18:11:01.283,703.962,1.377,1.159,0.959,0.877,901.173,4.683,4.008,3.959,3.901,1180.558,4.134,6.533,4.370,1.468,333.903,2.057,1.328,1.415,0.821,70.751,0.682,0.345,1.177,0.383
2023-05-14 18:11:01.402,702.182,1.228,1.097,0.749,0.806,891.335,4.007,3.457,3.541,3.212,1172.491,5.734,6.115,5.815,1.561,311.375,2.045,1.354,1.624,0.884,64.267,0.705,0.309,1.257,0.357
2023-05-14 18:11:01.530,647.617,1.058,0.994,0.617,0.756,824.440,3.240,2.959,3.040,2.690,1071.859,7.286,6.443,7.095,1.694,268.118,1.880,1.307,1.727,0.894,58.738,0.754,0.293,1.301,0.332
2023-05-14 18:11:01.649,558.946,0.893,0.867,0.572,0.743,750.995,2.616,2.652,2.674,2.461,907.279,8.420,7.480,7.830,1.796,219.303,1.636,1.215,1.725,0.853,53.522,0.827,0.301,1.322,0.312
2023-05-14 18:11:01.778,465.788,0.741,0.770,0.587,0.758,699.983,2.259,2.649,2.601,2.497,714.730,8.829,9.160,7.794,1.802,181.180,1.421,1.133,1.665,0.789,48.474,0.910,0.325,1.330,0.295
2023-05-14 18:11:01.904,396.141,0.601,0.728,0.615,0.775,677.485,2.145,2.993,2.810,2.636,530.270,8.427,11.399,7.043,1.689,163.169,1.324,1.111,1.618,0.738,43.974,0.992,0.352,1.320,0.281
2023-05-14 18:11:02.024,364.675,0.474,0.719,0.624,0.771,692.143,2.232,3.684,3.273,2.733,379.815,7.383,13.987,5.902,1.501,166.191,1.375,1.162,1.645,0.724,40.695,1.057,0.369,1.284,0.269
2023-05-14 18:11:02.152,367.595,0.366,0.711,0.598,0.735,740.944,2.479,4.651,3.858,2.748,277.018,6.036,16.460,4.786,1.313,182.898,1.537,1.259,1.743,0.753,39.168,1.093,0.365,1.220,0.258
2023-05-14 18:11:02.282,389.683,0.296,0.686,0.536,0.679,824.082,2.884,5.709,4.440,2.690,222.499,4.740,18.164,3.986,1.167,204.334,1.731,1.351,1.854,0.807,39.274,1.093,0.343,1.140,0.253
2023-05-14 18:11:02.400,412.083,0.277,0.639,0.464,0.633,941.495,3.360,6.566,4.839,2.613,199.608,3.747,18.522,3.583,1.084,223.016,1.872,1.395,1.904,0.859,40.063,1.059,0.309,1.072,0.257
2023-05-14 18:11:02.527,418.262,0.311,0.593,0.417,0.637,1070.396,3.755,6.962,4.924,2.570,191.197,3.158,17.273,3.479,1.076,231.184,1.897,1.376,1.847,0.888,40.097,0.998,0.275,1.038,0.268
2023-05-14 18:11:02.655,402.148,0.397,0.568,0.422,0.705,1157.396,3.857,6.751,4.583,2.539,189.283,2.908,14.615,3.467,1.128,225.869,1.787,1.307,1.684,0.879,38.494,0.922,0.249,1.044,0.283
2023-05-14 18:11:02.776,372.033,0.518,0.595,0.471,0.816,1150.080,3.567,6.017,3.854,2.446,200.478,2.882,11.140,3.394,1.204,209.169,1.568,1.208,1.457,0.830,35.825,0.847,0.232,1.072,0.292
2023-05-14 18:11:02.902,335.315,0.639,0.700,0.540,0.912,1056.050,2.940,4.990,2.918,2.251,229.616,2.968,7.602,3.216,1.263,184.882,1.296,1.094,1.219,0.748,33.728,0.788,0.222,1.091,0.290
2023-05-14 18:11:03.029,299.421,0.746,0.873,0.620,0.955,901.758,2.183,3.916,1.987,1.949,271.076,3.056,4.665,2.923,1.284,157.821,1.024,0.976,1.013,0.650,33.555,0.750,0.217,1.071,0.273
2023-05-14 18:11:03.149,270.122,0.842,1.071,0.716,0.941,726.549,1.535,2.981,1.250,1.638,311.843,3.095,2.705,2.564,1.311,133.420,0.793,0.865,0.855,0.560,35.552,0.732,0.216,1.005,0.247
2023-05-14 18:11:03.279,245.544,0.923,1.230,0.833,0.902,596.659,1.196,2.347,0.842,1.471,341.572,3.080,1.705,2.245,1.444,115.330,0.617,0.763,0.749,0.505,39.309,0.722,0.223,0.921,0.216
2023-05-14 18:11:03.404,221.852,0.983,1.305,0.955,0.867,539.421,1.272,2.075,0.859,1.588,354.248,3.019,1.384,2.063,1.754,105.922,0.496,0.677,0.697,0.499,44.089,0.706,0.243,0.869,0.191
