Timestamp,T7/betaL,AF3/betaL,Pz/betaL,AF4/betaL,T8/betaL,T7/theta,AF3/theta,Pz/theta,AF4/theta,T8/theta,T7/alpha,AF3/alpha,Pz/alpha,AF4/alpha,T8/alpha,T7/betaH,AF3/betaH,Pz/betaH,AF4/betaH,T8/betaH,T7/gamma,AF3/gamma,Pz/gamma,AF4/gamma,T8/gamma
2023-05-14 17:47:44.013,1.354,0.431,0.726,0.730,0.415,0.420,2.682,1.600,1.534,1.103,0.727,1.271,2.075,1.729,2.152,0.767,0.688,0.630,0.819,0.471,0.305,0.235,0.177,0.310,0.219
2023-05-14 17:47:44.133,1.611,0.442,0.763,0.739,0.460,0.463,1.748,1.744,1.337,1.379,0.821,1.338,2.114,1.742,2.477,0.963,0.751,0.699,0.864,0.472,0.289,0.246,0.173,0.315,0.240
2023-05-14 17:47:44.263,1.839,0.469,0.849,0.715,0.498,0.540,2.079,1.831,1.829,1.577,1.009,1.414,2.227,1.697,2.562,1.102,0.783,0.745,0.876,0.488,0.263,0.250,0.172,0.310,0.265
2023-05-14 17:47:44.388,1.954,0.501,0.965,0.684,0.522,0.597,2.331,1.809,2.126,1.703,1.246,1.373,2.351,1.577,2.328,1.138,0.766,0.752,0.857,0.505,0.237,0.244,0.171,0.298,0.284
2023-05-14 17:47:44.508,1.896,0.531,1.078,0.680,0.543,0.608,2.391,1.697,2.208,1.796,1.460,1.242,2.456,1.433,1.856,1.061,0.698,0.719,0.819,0.509,0.218,0.235,0.170,0.282,0.295
2023-05-14 17:47:44.636,1.670,0.552,1.139,0.724,0.586,0.577,2.236,1.542,2.073,1.887,1.571,1.066,2.529,1.320,1.338,0.900,0.595,0.655,0.776,0.498,0.212,0.229,0.170,0.270,0.301
2023-05-14 17:47:44.765,1.379,0.564,1.124,0.816,0.663,0.535,1.893,1.397,1.770,2.028,1.545,0.896,2.566,1.252,0.956,0.712,0.484,0.580,0.736,0.472,0.216,0.231,0.173,0.263,0.304
2023-05-14 17:47:44.883,1.139,0.563,1.051,0.929,0.755,0.527,1.527,1.290,1.440,2.231,1.407,0.774,2.562,1.198,0.798,0.559,0.389,0.516,0.698,0.432,0.227,0.243,0.178,0.262,0.306
2023-05-14 17:47:45.011,1.003,0.549,0.958,1.027,0.818,0.588,1.234,1.228,1.133,2.403,1.205,0.717,2.493,1.105,0.831,0.469,0.322,0.468,0.655,0.380,0.240,0.259,0.184,0.262,0.308
2023-05-14 17:47:45.138,0.962,0.533,0.887,1.090,0.829,0.719,1.117,1.221,0.916,2.462,0.993,0.712,2.342,0.941,0.932,0.436,0.278,0.435,0.601,0.321,0.255,0.272,0.189,0.259,0.305
2023-05-14 17:47:45.260,0.974,0.544,0.851,1.113,0.806,0.881,1.151,1.294,0.786,2.380,0.814,0.745,2.115,0.731,0.992,0.435,0.255,0.406,0.539,0.266,0.274,0.277,0.191,0.252,0.294
2023-05-14 17:47:45.386,0.984,0.606,0.849,1.128,0.800,1.012,1.248,1.454,0.733,2.183,0.687,0.820,1.865,0.542,0.999,0.437,0.246,0.377,0.486,0.233,0.298,0.273,0.190,0.241,0.276
2023-05-14 17:47:45.514,0.968,0.714,0.852,1.185,0.860,1.062,1.292,1.655,0.729,1.936,0.607,0.939,1.684,0.454,1.013,0.422,0.250,0.348,0.462,0.238,0.324,0.264,0.191,0.228,0.253
2023-05-14 17:47:45.633,0.931,0.835,0.819,1.313,0.991,1.024,1.234,1.851,0.779,1.750,0.562,1.100,1.655,0.493,1.100,0.392,0.266,0.320,0.470,0.285,0.349,0.257,0.195,0.216,0.232
2023-05-14 17:47:45.762,0.882,0.925,0.756,1.503,1.145,0.936,1.123,2.038,0.892,1.708,0.538,1.301,1.803,0.617,1.285,0.361,0.297,0.297,0.493,0.364,0.364,0.256,0.204,0.203,0.217
2023-05-14 17:47:45.888,0.828,0.950,0.721,1.705,1.240,0.859,1.051,2.200,1.062,1.819,0.518,1.517,2.105,0.746,1.535,0.348,0.339,0.282,0.510,0.457,0.364,0.262,0.217,0.191,0.211
2023-05-14 17:47:46.008,0.765,0.903,0.775,1.844,1.226,0.850,1.126,2.338,1.260,2.028,0.497,1.711,2.525,0.796,1.787,0.366,0.383,0.275,0.501,0.545,0.348,0.273,0.232,0.180,0.212
2023-05-14 17:47:46.136,0.686,0.844,0.951,1.873,1.109,0.929,1.629,2.475,1.620,2.251,0.484,1.884,3.011,0.807,1.966,0.416,0.425,0.279,0.463,0.610,0.324,0.283,0.248,0.172,0.218
2023-05-14 17:47:46.265,0.594,0.895,1.208,1.839,0.959,1.073,3.066,2.633,2.496,2.470,0.487,2.127,3.496,0.951,2.039,0.481,0.468,0.295,0.417,0.652,0.300,0.294,0.265,0.170,0.228
2023-05-14 17:47:46.384,0.506,1.157,1.459,1.839,0.849,1.224,5.766,2.765,4.158,2.664,0.502,2.534,3.895,1.408,2.059,0.543,0.520,0.328,0.394,0.674,0.289,0.304,0.280,0.178,0.244
2023-05-14 17:47:46.511,0.444,1.633,1.612,1.964,0.831,1.338,9.487,2.824,6.538,2.870,0.515,3.103,4.121,2.246,2.133,0.588,0.585,0.381,0.418,0.687,0.300,0.316,0.291,0.200,0.267
2023-05-14 17:47:46.638,0.411,2.219,1.612,2.242,0.903,1.443,13.437,2.787,9.232,3.149,0.532,3.693,4.096,3.281,2.310,0.620,0.655,0.454,0.496,0.697,0.334,0.329,0.294,0.235,0.295
2023-05-14 17:47:46.760,0.402,2.722,1.444,2.581,1.014,1.612,16.460,2.704,11.611,3.616,0.559,4.090,3.780,4.191,2.563,0.659,0.715,0.538,0.608,0.711,0.386,0.344,0.288,0.283,0.322
2023-05-14 17:47:46.886,0.400,2.959,1.153,2.820,1.098,1.892,17.663,2.671,13.063,4.435,0.601,4.099,3.246,4.670,2.780,0.724,0.746,0.617,0.722,0.728,0.441,0.357,0.274,0.335,0.343
2023-05-14 17:47:47.013,0.387,2.862,0.832,2.829,1.105,2.283,16.702,2.761,13.343,5.636,0.666,3.682,2.660,4.584,2.827,0.819,0.732,0.679,0.813,0.737,0.485,0.368,0.257,0.384,0.353
2023-05-14 17:47:47.133,0.367,2.494,0.576,2.573,1.021,2.700,13.956,2.947,12.421,7.041,0.746,2.960,2.185,4.012,2.615,0.922,0.673,0.714,0.868,0.731,0.505,0.372,0.241,0.422,0.352
2023-05-14 17:47:47.263,0.370,1.993,0.432,2.127,0.871,3.020,10.305,3.104,10.692,8.333,0.826,2.160,1.925,3.195,2.167,0.995,0.583,0.718,0.885,0.701,0.497,0.366,0.231,0.443,0.341
2023-05-14 17:47:47.388,0.420,1.529,0.401,1.646,0.715,3.120,6.709,3.099,8.564,9.126,0.897,1.514,1.886,2.461,1.618,1.005,0.495,0.697,0.870,0.650,0.467,0.350,0.227,0.447,0.322
2023-05-14 17:47:47.508,0.524,1.252,0.459,1.308,0.629,2.989,4.020,2.863,6.884,9.420,0.959,1.175,1.948,2.080,1.109,0.943,0.441,0.658,0.842,0.584,0.426,0.325,0.229,0.432,0.303
2023-05-14 17:47:47.636,0.666,1.241,0.564,1.253,0.677,2.724,2.929,2.435,6.940,9.530,1.012,1.206,1.977,2.255,0.787,0.831,0.440,0.610,0.825,0.516,0.387,0.298,0.234,0.404,0.293
2023-05-14 17:47:47.765,0.808,1.495,0.673,1.555,0.868,2.479,3.491,1.963,9.436,9.778,1.052,1.548,1.899,3.041,0.681,0.713,0.492,0.560,0.838,0.460,0.357,0.279,0.239,0.370,0.296
2023-05-14 17:47:47.883,0.912,1.932,0.752,2.164,1.156,2.416,5.217,1.636,14.048,10.439,1.060,2.080,1.708,4.289,0.731,0.634,0.576,0.512,0.879,0.427,0.338,0.275,0.243,0.335,0.317
2023-05-14 17:47:48.011,0.957,2.406,0.787,2.906,1.484,2.601,7.477,1.571,19.470,11.307,1.019,2.658,1.455,5.671,0.831,0.614,0.668,0.471,0.930,0.416,0.329,0.286,0.244,0.306,0.348
2023-05-14 17:47:48.139,0.953,2.767,0.787,3.552,1.788,2.953,9.664,1.849,23.996,12.079,0.925,3.109,1.213,6.733,0.894,0.638,0.746,0.441,0.972,0.423,0.328,0.307,0.242,0.284,0.380
2023-05-14 17:47:48.259,0.921,2.870,0.766,3.860,2.001,3.294,11.048,2.402,26.024,12.238,0.787,3.293,1.034,7.095,0.905,0.672,0.787,0.427,0.979,0.446,0.335,0.328,0.238,0.272,0.401
2023-05-14 17:47:48.386,0.887,2.662,0.740,3.699,2.072,3.487,11.325,3.117,24.887,11.543,0.639,3.165,0.914,6.590,0.879,0.684,0.784,0.428,0.939,0.487,0.352,0.339,0.232,0.272,0.402
2023-05-14 17:47:48.513,0.859,2.200,0.730,3.113,1.985,3.468,10.499,3.860,21.022,10.120,0.529,2.796,0.837,5.376,0.847,0.662,0.743,0.440,0.854,0.545,0.374,0.336,0.228,0.286,0.380
2023-05-14 17:47:48.633,0.828,1.635,0.751,2.301,1.780,3.230,8.962,4.538,15.596,8.242,0.481,2.345,0.790,3.839,0.843,0.616,0.684,0.455,0.746,0.618,0.396,0.322,0.225,0.313,0.340
2023-05-14 17:47:48.762,0.776,1.133,0.807,1.511,1.526,2.835,7.255,5.101,10.366,6.346,0.484,1.981,0.778,2.444,0.867,0.566,0.624,0.466,0.638,0.696,0.411,0.303,0.225,0.346,0.292
2023-05-14 17:47:48.888,0.689,0.797,0.888,0.939,1.302,2.352,5.786,5.502,6.677,4.924,0.505,1.777,0.806,1.516,0.891,0.528,0.578,0.467,0.550,0.768,0.417,0.285,0.228,0.380,0.247
2023-05-14 17:47:49.009,0.569,0.636,0.968,0.641,1.154,1.878,4.654,5.660,4.760,3.977,0.516,1.710,0.881,1.110,0.880,0.511,0.551,0.457,0.486,0.822,0.414,0.275,0.235,0.406,0.213
2023-05-14 17:47:49.136,0.441,0.608,1.020,0.558,1.083,1.469,3.686,5.523,4.072,3.427,0.512,1.705,1.006,1.044,0.810,0.520,0.541,0.443,0.443,0.848,0.409,0.275,0.246,0.421,0.195
2023-05-14 17:47:49.265,0.334,0.656,1.034,0.584,1.054,1.150,2.821,5.067,3.823,3.061,0.497,1.711,1.156,1.074,0.695,0.549,0.540,0.433,0.415,0.844,0.408,0.285,0.260,0.427,0.193
2023-05-14 17:47:49.383,0.265,0.755,1.009,0.646,1.022,0.915,2.099,4.386,3.602,2.887,0.481,1.737,1.291,1.092,0.592,0.583,0.541,0.437,0.402,0.819,0.414,0.298,0.274,0.432,0.208
2023-05-14 17:47:49.511,0.236,0.899,0.953,0.729,0.959,0.751,1.703,3.621,3.369,2.862,0.468,1.832,1.381,1.132,0.564,0.603,0.541,0.457,0.406,0.788,0.424,0.311,0.289,0.445,0.237
2023-05-14 17:47:49.638,0.237,1.067,0.880,0.818,0.858,0.634,1.578,2.919,3.090,2.927,0.466,2.000,1.410,1.214,0.627,0.598,0.541,0.495,0.424,0.767,0.436,0.317,0.304,0.469,0.272
2023-05-14 17:47:49.760,0.258,1.215,0.800,0.894,0.738,0.524,1.581,2.353,2.737,3.002,0.480,2.185,1.411,1.322,0.766,0.559,0.543,0.544,0.442,0.752,0.446,0.317,0.320,0.503,0.304
2023-05-14 17:47:49.886,0.292,1.293,0.717,0.934,0.627,0.424,1.575,1.986,2.338,3.043,0.503,2.295,1.426,1.416,0.921,0.492,0.543,0.593,0.448,0.730,0.454,0.314,0.336,0.545,0.326
2023-05-14 17:47:50.013,0.328,1.277,0.620,0.918,0.548,0.355,1.456,1.801,1.881,3.031,0.530,2.256,1.507,1.448,1.025,0.412,0.537,0.625,0.436,0.689,0.463,0.319,0.348,0.585,0.338
2023-05-14 17:47:50.133,0.354,1.169,0.508,0.847,0.509,0.351,2.115,1.763,2.024,2.969,0.558,2.108,1.679,1.428,1.062,0.343,0.519,0.629,0.413,0.624,0.475,0.337,0.354,0.618,0.344
2023-05-14 17:47:50.262,0.358,1.032,0.398,0.748,0.517,0.451,10.058,1.839,8.385,2.937,0.587,2.271,1.933,1.688,1.083,0.303,0.489,0.602,0.383,0.543,0.489,0.369,0.353,0.636,0.353
2023-05-14 17:47:50.388,0.341,0.919,0.317,0.650,0.563,0.665,36.158,1.983,30.504,2.986,0.610,3.168,2.205,2.628,1.137,0.295,0.448,0.552,0.353,0.454,0.500,0.409,0.347,0.640,0.370
2023-05-14 17:47:50.508,0.319,0.859,0.303,0.580,0.636,0.990,87.456,2.152,74.661,3.136,0.613,4.922,2.394,4.426,1.225,0.304,0.401,0.493,0.326,0.372,0.503,0.443,0.339,0.634,0.396
2023-05-14 17:47:50.636,0.319,0.843,0.387,0.544,0.718,1.383,159.918,2.297,137.536,3.370,0.581,7.200,2.412,6.804,1.327,0.315,0.356,0.442,0.307,0.313,0.494,0.456,0.328,0.628,0.420
2023-05-14 17:47:50.765,0.366,0.827,0.570,0.524,0.799,1.770,236.976,2.400,204.672,3.665,0.516,9.297,2.228,9.056,1.397,0.323,0.313,0.413,0.302,0.289,0.479,0.443,0.314,0.625,0.433
2023-05-14 17:47:50.883,0.462,0.773,0.824,0.509,0.866,2.068,295.347,2.467,255.865,3.982,0.439,10.482,1.890,10.380,1.393,0.338,0.276,0.416,0.320,0.300,0.465,0.406,0.294,0.623,0.427
2023-05-14 17:47:51.011,0.578,0.673,1.104,0.494,0.911,2.221,315.117,2.504,273.580,4.262,0.389,10.329,1.523,10.295,1.300,0.375,0.250,0.456,0.369,0.351,0.458,0.356,0.267,0.613,0.403
2023-05-14 17:47:51.138,0.669,0.549,1.354,0.486,0.925,2.222,289.224,2.535,251.760,4.400,0.396,8.904,1.273,8.888,1.152,0.440,0.246,0.531,0.456,0.440,0.456,0.307,0.233,0.588,0.372
2023-05-14 17:47:51.260,0.691,0.442,1.511,0.492,0.901,2.117,226.458,2.539,197.800,4.305,0.474,6.722,1.235,6.731,1.022,0.524,0.273,0.626,0.574,0.557,0.453,0.271,0.201,0.546,0.346
2023-05-14 17:47:51.385,0.635,0.378,1.537,0.509,0.840,2.022,148.676,2.541,130.606,3.971,0.603,4.468,1.415,4.546,0.959,0.606,0.333,0.715,0.696,0.680,0.445,0.255,0.176,0.488,0.332
2023-05-14 17:47:51.506,0.517,0.360,1.428,0.527,0.747,2.010,78.668,2.528,69.741,3.420,0.733,2.704,1.730,2.883,0.965,0.661,0.414,0.770,0.786,0.783,0.433,0.259,0.162,0.425,0.331
2023-05-14 17:47:51.634,0.377,0.369,1.221,0.533,0.636,2.081,31.590,2.485,28.535,2.767,0.809,1.643,2.052,1.929,1.001,0.675,0.496,0.772,0.821,0.846,0.428,0.278,0.161,0.368,0.338
2023-05-14 17:47:51.762,0.254,0.380,0.989,0.524,0.531,2.137,8.869,2.370,8.336,2.118,0.798,1.150,2.275,1.504,1.017,0.645,0.558,0.720,0.800,0.865,0.439,0.304,0.171,0.325,0.344
2023-05-14 17:47:51.881,0.178,0.389,0.800,0.523,0.459,2.084,2.292,2.214,2.187,1.616,0.711,0.948,2.349,1.299,0.989,0.585,0.583,0.634,0.746,0.853,0.478,0.331,0.193,0.299,0.342
2023-05-14 17:47:52.008,0.165,0.439,0.702,0.567,0.441,1.887,2.088,2.143,1.612,1.409,0.597,0.881,2.322,1.182,0.990,0.513,0.577,0.541,0.697,0.826,0.544,0.353,0.226,0.289,0.330
2023-05-14 17:47:52.135,0.206,0.603,0.710,0.681,0.484,1.592,4.258,2.236,3.087,1.559,0.507,0.941,2.270,1.176,1.097,0.445,0.564,0.466,0.684,0.790,0.627,0.367,0.273,0.297,0.313
2023-05-14 17:47:52.257,0.284,0.907,0.784,0.854,0.574,1.295,8.145,2.523,5.783,2.041,0.466,1.169,2.248,1.358,1.312,0.394,0.568,0.424,0.712,0.745,0.704,0.373,0.326,0.325,0.299
2023-05-14 17:47:52.383,0.384,1.312,0.867,1.044,0.679,1.099,13.296,2.941,9.273,2.713,0.473,1.538,2.255,1.714,1.580,0.364,0.603,0.407,0.762,0.687,0.757,0.373,0.375,0.371,0.293
2023-05-14 17:47:52.511,0.494,1.722,0.923,1.192,0.757,1.031,18.492,3.397,12.740,3.367,0.499,1.951,2.246,2.109,1.816,0.354,0.654,0.402,0.794,0.613,0.771,0.374,0.410,0.427,0.300
2023-05-14 17:47:52.631,0.613,2.019,0.951,1.245,0.784,1.036,21.876,3.670,14.935,3.768,0.511,2.268,2.145,2.354,1.930,0.362,0.693,0.393,0.774,0.526,0.748,0.380,0.426,0.480,0.317
2023-05-14 17:47:52.760,0.727,2.106,0.970,1.181,0.761,1.034,22.375,3.639,15.193,3.798,0.484,2.386,1.928,2.351,1.897,0.391,0.696,0.376,0.693,0.442,0.691,0.393,0.421,0.523,0.341
2023-05-14 17:47:52.886,0.818,1.968,1.003,1.027,0.715,0.956,19.719,3.295,13.376,3.469,0.422,2.303,1.636,2.159,1.754,0.439,0.658,0.356,0.576,0.383,0.613,0.411,0.405,0.551,0.366
2023-05-14 17:47:53.006,0.867,1.667,1.051,0.838,0.676,0.802,15.000,2.803,10.230,2.979,0.353,2.098,1.372,1.955,1.584,0.498,0.600,0.341,0.458,0.358,0.530,0.431,0.387,0.566,0.385
2023-05-14 17:47:53.133,0.867,1.313,1.094,0.680,0.666,0.628,9.765,2.416,6.804,2.603,0.316,1.890,1.209,1.876,1.458,0.556,0.553,0.348,0.376,0.361,0.458,0.452,0.376,0.574,0.393
2023-05-14 17:47:53.262,0.829,1.028,1.106,0.603,0.683,0.535,5.658,2.277,4.213,2.550,0.334,1.806,1.173,1.999,1.412,0.599,0.547,0.389,0.356,0.376,0.410,0.473,0.376,0.581,0.390
2023-05-14 17:47:53.381,0.780,0.895,1.065,0.623,0.705,0.571,3.462,2.418,3.163,2.994,0.424,1.895,1.260,2.268,1.421,0.620,0.587,0.466,0.393,0.395,0.389,0.491,0.382,0.592,0.377
2023-05-14 17:47:53.508,0.747,0.922,0.977,0.714,0.703,0.778,3.103,2.680,3.599,3.828,0.577,2.115,1.423,2.534,1.438,0.620,0.651,0.561,0.465,0.418,0.391,0.500,0.386,0.604,0.359
2023-05-14 17:47:53.636,0.743,1.040,0.872,0.820,0.662,1.119,3.776,2.899,4.890,4.814,0.752,2.337,1.591,2.628,1.405,0.603,0.702,0.650,0.543,0.445,0.407,0.495,0.379,0.609,0.339
2023-05-14 17:47:53.757,0.764,1.147,0.781,0.889,0.595,1.495,4.569,2.951,6.205,5.623,0.898,2.432,1.703,2.471,1.315,0.578,0.711,0.702,0.606,0.474,0.424,0.469,0.356,0.597,0.318
2023-05-14 17:47:53.883,0.783,1.179,0.719,0.896,0.534,1.780,4.919,2.835,6.955,5.967,0.962,2.337,1.731,2.125,1.217,0.553,0.671,0.702,0.646,0.504,0.433,0.424,0.320,0.562,0.293
2023-05-14 17:47:54.010,0.774,1.117,0.691,0.849,0.512,1.881,4.732,2.681,7.007,5.781,0.922,2.079,1.659,1.715,1.143,0.531,0.589,0.666,0.675,0.536,0.423,0.366,0.277,0.506,0.263
2023-05-14 17:47:54.130,0.731,0.988,0.709,0.789,0.540,1.778,4.133,2.557,6.335,5.086,0.795,1.762,1.496,1.366,1.124,0.512,0.489,0.626,0.706,0.578,0.392,0.305,0.235,0.436,0.229
2023-05-14 17:47:54.260,0.671,0.851,0.789,0.772,0.604,1.522,3.329,2.505,5.175,4.083,0.628,1.506,1.267,1.149,1.159,0.497,0.391,0.614,0.742,0.632,0.346,0.255,0.199,0.365,0.194
2023-05-14 17:47:54.386,0.628,0.782,0.930,0.832,0.673,1.204,2.532,2.466,3.844,2.946,0.476,1.383,1.015,1.062,1.221,0.491,0.311,0.639,0.771,0.694,0.295,0.227,0.174,0.311,0.165
2023-05-14 17:47:54.505,0.627,0.815,1.090,0.953,0.712,0.909,1.882,2.413,2.732,1.921,0.377,1.388,0.791,1.060,1.278,0.492,0.258,0.680,0.779,0.750,0.252,0.223,0.160,0.282,0.149
2023-05-14 17:47:54.633,0.678,0.945,1.214,1.121,0.695,0.690,1.834,2.274,2.742,1.316,0.341,1.541,0.642,1.235,1.311,0.500,0.238,0.703,0.750,0.783,0.229,0.237,0.155,0.283,0.154
2023-05-14 17:47:54.762,0.766,1.168,1.251,1.344,0.634,0.539,4.101,2.076,6.175,1.451,0.353,2.142,0.586,2.139,1.398,0.511,0.247,0.694,0.683,0.778,0.228,0.267,0.162,0.307,0.185
2023-05-14 17:47:54.881,0.845,1.452,1.191,1.625,0.559,0.429,10.817,1.995,16.205,2.748,0.380,3.572,0.624,4.440,1.671,0.519,0.278,0.661,0.586,0.730,0.246,0.315,0.180,0.347,0.242
2023-05-14 17:47:55.008,0.874,1.745,1.076,1.938,0.500,0.345,22.761,2.089,33.462,5.080,0.395,5.964,0.740,8.392,2.239,0.515,0.318,0.631,0.483,0.648,0.272,0.381,0.215,0.394,0.318
2023-05-14 17:47:55.136,0.835,1.976,0.983,2.222,0.474,0.307,38.051,2.456,55.491,8.055,0.388,8.941,0.921,13.405,3.063,0.497,0.351,0.626,0.397,0.552,0.296,0.455,0.267,0.445,0.399
2023-05-14 17:47:55.257,0.741,2.078,0.967,2.397,0.480,0.326,52.358,2.885,75.708,10.705,0.363,11.696,1.139,18.198,3.975,0.473,0.363,0.643,0.342,0.463,0.316,0.521,0.332,0.499,0.468
2023-05-14 17:47:55.383,0.622,2.007,1.036,2.384,0.493,0.405,60.797,3.161,87.486,12.112,0.328,13.264,1.351,21.208,4.718,0.453,0.353,0.661,0.321,0.391,0.340,0.558,0.402,0.556,0.516
2023-05-14 17:47:55.511,0.512,1.761,1.135,2.155,0.479,0.517,60.379,3.137,86.538,11.809,0.292,13.032,1.521,21.391,5.083,0.442,0.324,0.654,0.329,0.333,0.379,0.555,0.465,0.614,0.536
2023-05-14 17:47:55.630,0.434,1.388,1.186,1.753,0.431,0.632,51.391,2.769,73.412,9.933,0.259,11.085,1.631,18.762,4.996,0.435,0.288,0.605,0.350,0.286,0.439,0.516,0.515,0.666,0.530
2023-05-14 17:47:55.760,0.392,0.985,1.133,1.284,0.381,0.719,37.275,2.231,52.917,7.278,0.233,8.130,1.657,14.316,4.547,0.422,0.260,0.519,0.373,0.253,0.519,0.459,0.550,0.703,0.503
2023-05-14 17:47:55.886,0.380,0.658,0.967,0.867,0.372,0.774,22.837,1.692,31.820,4.714,0.214,5.171,1.615,9.580,3.921,0.393,0.249,0.419,0.388,0.236,0.608,0.410,0.571,0.722,0.462
2023-05-14 17:47:56.006,0.384,0.458,0.731,0.563,0.420,0.800,11.949,1.373,15.750,2.919,0.202,2.943,1.526,5.791,3.266,0.351,0.257,0.334,0.388,0.239,0.691,0.389,0.584,0.720,0.414
2023-05-14 17:47:56.133,0.389,0.380,0.500,0.378,0.508,0.835,6.147,1.393,6.968,2.079,0.190,1.674,1.400,3.456,2.661,0.306,0.282,0.283,0.378,0.253,0.756,0.400,0.590,0.704,0.368
2023-05-14 17:47:56.262,0.392,0.377,0.360,0.285,0.607,0.907,4.390,1.724,4.130,1.939,0.181,1.131,1.261,2.345,2.125,0.270,0.318,0.272,0.368,0.270,0.798,0.432,0.592,0.683,0.328
2023-05-14 17:47:56.381,0.397,0.400,0.380,0.254,0.687,1.010,4.487,2.222,4.030,2.018,0.180,0.885,1.174,1.837,1.644,0.252,0.358,0.297,0.369,0.278,0.821,0.463,0.587,0.657,0.300
2023-05-14 17:47:56.508,0.411,0.428,0.581,0.279,0.733,1.115,4.825,2.717,4.282,2.037,0.201,0.684,1.227,1.472,1.214,0.252,0.389,0.348,0.382,0.272,0.833,0.479,0.572,0.623,0.285
2023-05-14 17:47:56.635,0.440,0.463,0.916,0.348,0.756,1.190,4.918,3.073,4.207,2.000,0.262,0.536,1.496,1.203,0.916,0.265,0.403,0.416,0.404,0.255,0.843,0.477,0.546,0.578,0.284
2023-05-14 17:47:56.757,0.483,0.499,1.294,0.436,0.775,1.217,4.738,3.254,3.919,2.020,0.368,0.478,1.979,1.082,0.808,0.283,0.393,0.485,0.429,0.239,0.849,0.461,0.510,0.527,0.293
2023-05-14 17:47:56.884,0.531,0.525,1.623,0.517,0.806,1.188,4.393,3.280,3.536,2.184,0.499,0.493,2.538,1.089,0.868,0.302,0.362,0.540,0.452,0.234,0.845,0.439,0.470,0.480,0.307
2023-05-14 17:47:57.011,0.567,0.530,1.811,0.572,0.843,1.121,3.932,3.218,3.174,2.518,0.616,0.534,2.984,1.150,1.021,0.319,0.319,0.566,0.473,0.248,0.821,0.415,0.431,0.451,0.326
2023-05-14 17:47:57.130,0.577,0.517,1.808,0.593,0.865,1.032,3.393,3.101,2.848,2.913,0.680,0.558,3.161,1.187,1.192,0.335,0.277,0.559,0.494,0.280,0.772,0.388,0.395,0.449,0.346
2023-05-14 17:47:57.259,0.552,0.502,1.622,0.587,0.851,0.943,2.873,2.935,2.571,3.226,0.670,0.547,3.011,1.147,1.308,0.351,0.249,0.527,0.522,0.325,0.705,0.356,0.367,0.469,0.364
2023-05-14 17:47:57.386,0.497,0.508,1.331,0.579,0.793,0.865,3.873,2.667,3.179,3.280,0.593,0.584,2.603,1.057,1.312,0.368,0.241,0.485,0.561,0.373,0.637,0.317,0.347,0.500,0.373
2023-05-14 17:47:57.506,0.429,0.552,1.029,0.616,0.710,0.795,12.267,2.288,8.688,2.991,0.496,0.687,2.109,0.959,1.213,0.383,0.253,0.454,0.610,0.418,0.589,0.276,0.335,0.524,0.369
2023-05-14 17:47:57.633,0.376,0.632,0.795,0.733,0.636,0.733,37.509,1.809,26.128,2.428,0.425,0.878,1.697,0.887,1.064,0.393,0.272,0.455,0.666,0.459,0.578,0.241,0.332,0.532,0.353
2023-05-14 17:47:57.763,0.362,0.719,0.676,0.922,0.591,0.703,84.654,1.308,59.787,1.815,0.405,1.147,1.446,0.876,0.938,0.394,0.289,0.497,0.725,0.498,0.602,0.216,0.335,0.523,0.332
2023-05-14 17:47:57.880,0.399,0.773,0.692,1.129,0.577,0.738,149.412,0.873,107.119,1.425,0.439,1.429,1.361,0.939,0.909,0.385,0.302,0.579,0.784,0.541,0.648,0.208,0.346,0.508,0.317
2023-05-14 17:47:58.008,0.483,0.768,0.811,1.276,0.590,0.852,216.135,0.572,157.151,1.410,0.503,1.645,1.375,1.067,0.994,0.369,0.316,0.682,0.836,0.588,0.693,0.216,0.363,0.499,0.317
2023-05-14 17:47:58.136,0.591,0.706,0.978,1.307,0.628,1.009,263.794,0.478,194.404,1.729,0.562,1.730,1.404,1.242,1.154,0.351,0.345,0.786,0.874,0.635,0.718,0.239,0.385,0.507,0.333
2023-05-14 17:47:58.258,0.693,0.618,1.130,1.228,0.694,1.170,276.154,0.629,206.130,2.183,0.595,1.632,1.403,1.392,1.321,0.339,0.403,0.866,0.898,0.675,0.714,0.274,0.406,0.532,0.362
2023-05-14 17:47:58.383,0.772,0.594,1.246,1.144,0.811,1.348,249.465,1.036,188.591,2.590,0.600,1.418,1.376,1.501,1.419,0.345,0.493,0.908,0.915,0.702,0.681,0.316,0.420,0.566,0.393
2023-05-14 17:47:58.511,0.959,0.838,1.541,1.285,1.157,2.339,196.169,2.279,150.319,3.563,0.834,1.584,1.661,1.925,1.576,0.413,0.664,0.962,0.989,0.771,0.641,0.370,0.426,0.594,0.424
2023-05-14 17:47:58.631,1.619,1.671,2.585,1.982,2.070,6.316,137.008,6.364,106.405,7.013,2.055,3.264,3.179,3.493,2.437,0.655,1.045,1.172,1.283,1.069,0.654,0.474,0.456,0.620,0.482
2023-05-14 17:47:58.759,3.106,3.319,4.956,3.452,3.794,15.513,89.710,15.581,70.118,14.912,5.056,7.415,6.793,6.885,4.738,1.176,1.751,1.695,1.943,1.782,0.798,0.682,0.564,0.671,0.613
2023-05-14 17:47:58.878,5.469,5.673,8.724,5.596,6.233,29.953,65.921,30.030,50.756,27.334,9.994,14.012,12.570,12.025,8.716,1.979,2.770,2.557,2.967,2.937,1.110,1.021,0.782,0.776,0.838
